customer_id,customer_name,address,city,state,zip
CUST002337,Bob Evans,"6763 Meadow St, Ste A",Eugene,OR,97464
CUST002338,Meijer,934 Oak Blvd,Cincinnati,OH,45232
CUST002339,Golden Corral,"4673 Cherry Ln, Suite 200",Jackson,MS,39200
CUST002340,Casa Rizzo,1217 Market Ct,Spokane,WA,99265
CUST002341,Red Robin,"3171 Washington Pkwy, #101",San Antonio,TX,78246
CUST002342,Bar Louie,"8167 Sunset Dr, Unit B",Chicago,IL,60647
CUST002343,TGI Fridays,398 Washington Pkwy,Fort Worth,TX,76151
CUST002344,LongHorn Steakhouse,"2154 Main Rd, #101",Buffalo,NY,14220
CUST002345,Chili's,"1554 Green Blvd, Suite 100",Seattle,WA,98165
CUST002346,Springfield Kitchen,"7239 Division St, Unit B",Springfield,IL,62792
CUST002347,The Rusty Nail,5193 Hill Pl,Columbus,OH,43290
CUST002348,House by Hyatt Jackson,2495 Highland Pkwy,Jackson,MS,39284
CUST002349,Mama Miller's Pizzeria,4244 Main Dr,San Diego,CA,92143
CUST002350,Choice Hotels Econo Lodge Annapolis,"2554 Meadow Way, Suite 200",Annapolis,MD,21453
CUST002351,Chili's,3746 Oak Ln,Cincinnati,OH,45202
CUST002352,Hyatt Place Denver,3195 Washington Pl,Providence,RI,02963
CUST002353,Sam's Club,8667 Spring Pkwy,New York,NY,10046
CUST002354,The Smith House,4273 Hill Way,Newark,NJ,07117
CUST002355,The Bottle Shop,"3155 Magnolia Way, Suite 200",St. Paul,MN,55182
CUST002356,Denny's,8180 Highland Dr,Eugene,OR,97403
CUST002357,Papa Romano's,4869 Oak Pl,Minneapolis,MN,55499
CUST002358,Casey's General Store #4036,2013 Commerce Ave,Baltimore,MD,21293
CUST002359,Pilot Flying J #3268,1610 Market St,Jackson,MS,39294
CUST002360,Trader Joe's,"8096 Garden Dr, Ste A",Chicago,IL,60638
CUST002361,Homewood Suites by Hilton Miami,1544 Pine Ln,Miami,FL,33144
CUST002362,Doubletree by Hilton Seattle,7853 Maple Ave,Charleston,SC,29454
CUST002363,Kona Grill,"5659 Elm Ct, #101",Birmingham,AL,35277
CUST002364,Fine Wine & Spirits,"6842 Pine Way, Suite 100",Philadelphia,PA,19161
CUST002365,Best Western Phoenix,1405 Garden Ave,Phoenix,AZ,85053
CUST002366,Hy-Vee,"4359 Division Blvd, Suite 100",Jacksonville,FL,32235
CUST002367,Kroger,"7758 Washington Way, Ste A",Jacksonville,FL,32207
CUST002368,Denny's,8712 Walnut Pl,New Orleans,LA,70125
CUST002369,Sacramento Diner,"9343 Green Pl, Ste A",Sacramento,CA,95842
CUST002370,World of Beer,"6584 Commerce Ct, #101",Honolulu,HI,96882
CUST002371,Choice Hotels Comfort Inn Charleston,4083 Park Ln,Charleston,SC,29404
CUST002372,TGI Fridays,"3969 Industrial Way, Suite 100",Burlington,VT,05486
CUST002373,WinCo Foods,"9458 Sunset Dr, Suite 100",Miami,FL,33194
CUST002374,Publix,6777 Green Ln,Birmingham,AL,35204
CUST002375,Total Spirits Grand Rapids,"3477 Magnolia Pl, Suite 100",Grand Rapids,MI,49564
CUST002376,Bar Louie,6185 Elm Dr,Las Vegas,NV,89151
CUST002377,Memphis Bottle Shop,"9013 Chestnut Ave, Suite 100",Memphis,TN,38189
CUST002378,Miller's Diner,6795 Magnolia St,San Francisco,CA,94164
CUST002379,Ingles Markets,"8956 Highland Pl, Suite 100",Orlando,FL,32898
CUST002380,Eddie's Grill,"7577 Commerce Ct, Suite 200",Miami,FL,33107
CUST002381,Sheetz #6509,"3323 Willow Rd, #101",Richmond,VA,23254
CUST002382,Red by Radisson Spokane,"1893 Market Ct, Suite 100",Spokane,WA,99274
CUST002383,P.F. Chang's,"3770 Meadow Rd, #101",Boston,MA,02147
CUST002384,Birmingham Grill,"7016 Green Pl, Ste A",Birmingham,AL,35217
CUST002385,Days Inn by Wyndham Spokane,"9269 Peach Way, Suite 200",Spokane,WA,99296
CUST002386,San Diego Ale House,"1541 Oak Ln, Suite 100",San Diego,CA,92116
CUST002387,Premier Wine & Spirits,"1763 Hill Way, Ste A",San Antonio,TX,78226
CUST002388,Mama Nguyen's Kitchen,"5312 Washington Ct, Unit B",Worcester,MA,01646
CUST002389,Sheetz #3664,4588 Park Way,Seattle,WA,98101
CUST002390,Garcia's Tavern,"6280 Main Ln, Suite 100",New Orleans,LA,70151
CUST002391,The Tap Room,"5399 Forest Rd, Unit B",Little Rock,AR,72284
CUST002392,Liquor Barn,"8153 River Ct, Suite 100",Jersey City,NJ,07333
CUST002393,Hampton Inn by Hilton Memphis,1925 Garden St,Memphis,TN,38121
CUST002394,St. Paul Taproom,"8463 Spring Way, #101",St. Paul,MN,55102
CUST002395,The Cheesecake Factory,"4354 Park Dr, Suite 100",Pittsburgh,PA,15200
CUST002396,The Rusty Nail,"8637 Garden Pl, Unit B",Houston,TX,77067
CUST002397,Bob's Grill,"2310 Market Ct, Suite 200",Baltimore,MD,21299
CUST002398,Outback Steakhouse,"2708 Garden St, Ste A",Portland,OR,97203
CUST002399,Piggly Wiggly,8432 Main St,Richmond,VA,23274
CUST002400,Rizzo Kitchen,"9723 Cherry Pl, Suite 200",Annapolis,MD,21435
CUST002401,Sal's Seafood,3848 Union Ave,Buffalo,NY,14220
CUST002402,Hy-Vee,"2971 Meadow Blvd, Ste A",Los Angeles,CA,90070
CUST002403,Chipotle Mexican Grill,9401 Forest Ln,San Francisco,CA,94130
CUST002404,Bar Louie,"7629 Division Way, Suite 200",Phoenix,AZ,85029
CUST002405,Best Western Premier Columbus,"2324 Elm Ln, Suite 200",Columbus,OH,43213
CUST002406,Premier Wine & Spirits,"388 Church Pkwy, Ste A",Charleston,SC,29478
CUST002407,Outback Steakhouse,"4605 Bay Ln, Ste A",Burlington,VT,05418
CUST002408,ABC Fine Wine & Spirits,2236 Washington Dr,Cincinnati,OH,45214
CUST002409,Casa Davis,9840 Green Ave,Phoenix,AZ,85089
CUST002410,Piggly Wiggly,"4227 Cherry Pkwy, Ste A",Savannah,GA,31417
CUST002411,P.F. Chang's,1967 Cherry Ct,Anchorage,AK,99558
CUST002412,Blu by Radisson Las Vegas,"5792 Harbor Blvd, Suite 100",Las Vegas,NV,89116
CUST002413,Shake Shack,482 Chestnut Ln,Brooklyn,NY,11284
CUST002414,Liquor Barn,"4374 Harbor Pl, Suite 200",Memphis,TN,38193
CUST002415,Wingstop,8686 Meadow Ave,Columbus,OH,43207
CUST002416,Fairfield Inn by Marriott Minneapolis,"6612 Union St, #101",Minneapolis,MN,55457
CUST002417,Texas Roadhouse,"8153 River Pl, #101",Oklahoma City,OK,73130
CUST002418,Lidl,"889 Pine Rd, Suite 200",Atlanta,GA,30374
CUST002419,BevMo,"6478 Hill Way, Ste A",Annapolis,MD,21425
CUST002420,Honolulu Diner,"6426 Valley Pl, Unit B",Honolulu,HI,96882
CUST002421,Total Wine & More,"8788 Spring Way, Suite 100",Annapolis,MD,21426
CUST002422,CVS Pharmacy,"4568 Broad Pl, Unit B",Tampa,FL,33639
CUST002423,Sonic Drive-In,8277 Industrial Pl,Las Vegas,NV,89168
CUST002424,Gino's Bar & Grill,"956 Valley Pl, Unit B",New York,NY,10051
CUST002425,Sam's Club,"8890 Willow Pl, Unit B",Omaha,NE,68156
CUST002426,Walgreens,"8757 River Blvd, #101",San Diego,CA,92145
CUST002427,Ray's Bar & Grill,9624 Chestnut Dr,Baltimore,MD,21216
CUST002428,ABC Fine Wine & Spirits,"2253 Washington Ave, #101",Jackson,MS,39279
CUST002429,Costco Wholesale,"5439 Green St, Ste A",Jacksonville,FL,32294
CUST002430,LongHorn Steakhouse,"1045 Broad Way, Unit B",Jacksonville,FL,32212
CUST002431,HEB,2536 Magnolia Way,Queens,NY,11309
CUST002432,Denny's,"5233 Valley Ave, #101",Sacramento,CA,95878
CUST002433,Trader Joe's,8774 Church Blvd,Salt Lake City,UT,84118
CUST002434,Neighborhood Bar & Grill,3229 Market Blvd,Seattle,WA,98101
CUST002435,Cheers Bar & Grill,4777 Washington Ln,New York,NY,10064
CUST002436,The Kim House,"1288 Magnolia Pkwy, Ste A",Colorado Springs,CO,80996
CUST002437,Best Western Premier Boston,"5466 Elm Ct, Unit B",Boston,MA,02112
CUST002438,Premier Wine & Spirits,8826 Spring Ln,Annapolis,MD,21427
CUST002439,Waffle House,"9732 Hill Ln, #101",Hartford,CT,06151
CUST002440,The Johnson House,"9127 Meadow Ln, Suite 200",Columbia,SC,29246
CUST002441,Cincinnati Diner,8927 Peach Ln,Cincinnati,OH,45298
CUST002442,Red Robin,"8102 Lake Rd, Unit B",Spokane,WA,99238
CUST002443,Hilton Garden Inn Dallas,"4527 Pine Blvd, Unit B",Pittsburgh,PA,15266
CUST002444,ABC Fine Wine & Spirits,3101 Center Way,Kansas City,MO,64140
CUST002445,Speedway #4177,7472 Highland Way,Memphis,TN,38192
CUST002446,Central Liquors,6790 Cherry St,San Francisco,CA,94106
CUST002447,Eddie's Seafood,"3449 Willow Pkwy, Unit B",Indianapolis,IN,46270
CUST002448,The Cheesecake Factory,"9151 Magnolia Rd, Ste A",San Antonio,TX,78295
CUST002449,CVS Pharmacy,"7462 Commerce Rd, Unit B",San Antonio,TX,78288
CUST002450,Piggly Wiggly,"8800 Lake Ln, Suite 100",Sacramento,CA,95801
CUST002451,Hilton Garden Inn Dallas,1725 Chestnut Way,Charlotte,NC,28271
CUST002452,Albertsons,"5774 Highland Pl, #101",Austin,TX,78777
CUST002453,Romano's Liquor Store,"379 Park Rd, Suite 200",Orlando,FL,32822
CUST002454,Central Liquors,"1983 Pine Way, #101",Savannah,GA,31403
CUST002455,Casey's General Store #1985,6794 Park Pkwy,Buffalo,NY,14276
CUST002456,The Wild Spur,"6761 Spring Dr, Unit B",Brooklyn,NY,11262
CUST002457,New York Bistro,"9620 Cherry Pkwy, #101",New York,NY,10073
CUST002458,Shake Shack,2292 Maple St,Tampa,FL,33619
CUST002459,Mama Brown's Pizzeria,"682 Lake Blvd, #101",Eugene,OR,97478
CUST002460,Panera Bread,"913 Park Ct, Ste A",Tulsa,OK,74157
CUST002461,Crowne Plaza by IHG Tampa,"5407 Meadow Dr, Suite 200",Tampa,FL,33698
CUST002462,Bob Evans,"1365 Main Rd, Unit B",Phoenix,AZ,85001
CUST002463,In-N-Out Burger,"6901 Commerce Ln, #101",Tucson,AZ,85783
CUST002464,Rizzo's BBQ,"3868 Elm Pl, Suite 100",Jersey City,NJ,07340
CUST002465,P.F. Chang's,"3785 Bay Blvd, Suite 100",Tampa,FL,33653
CUST002466,Salt Lake City Tap Room,1308 Highland Ave,Salt Lake City,UT,84133
CUST002467,DoubleTree by Hilton Kansas City,1954 Chestnut Rd,Kansas City,MO,64129
CUST002468,CVS Pharmacy,4919 Church Way,Sacramento,CA,95833
CUST002469,Papa Kim's,"2974 Cedar St, #101",Baltimore,MD,21207
CUST002470,Chili's,"6731 Union Blvd, Unit B",Jackson,MS,39203
CUST002471,Martinez Kitchen,8727 Washington St,Tulsa,OK,74145
CUST002472,Sam's Club,3202 Valley Ln,Austin,TX,78792
CUST002473,Springhill Suites by Marriott St. Louis,"7904 Maple Ave, Suite 200",St. Louis,MO,63128
CUST002474,Choice Hotels Quality Inn Madison,1930 Cherry St,Madison,WI,53725
CUST002475,Hy-Vee,5562 Main Ln,Lexington,KY,40500
CUST002476,Mama Johnson's Kitchen,"7129 Park Pkwy, #101",Lexington,KY,40582
CUST002477,GetGo #7864,"9293 Main Pl, Suite 200",Los Angeles,CA,90077
CUST002478,LongHorn Steakhouse,5628 Union Ave,Annapolis,MD,21494
CUST002479,DoubleTree by Hilton Las Vegas,"3040 Spring Way, Ste A",Las Vegas,NV,89188
CUST002480,Corner Pocket Billiards & Bar,"7918 Commerce Ct, Unit B",Philadelphia,PA,19119
CUST002481,Liquor Barn,7993 Washington Way,Annapolis,MD,21412
CUST002482,LongHorn Steakhouse,"8902 Sunset St, Suite 200",Los Angeles,CA,90073
CUST002483,Steak 'n Shake,5746 Sunset Ct,Baton Rouge,LA,70873
CUST002484,In-N-Out Burger,"1014 Maple Rd, Unit B",Annapolis,MD,21493
CUST002485,Central Liquors,"4343 Industrial Ln, Unit B",Fort Worth,TX,76196
CUST002486,Neighborhood Bar & Grill,"579 Sunset Pl, #101",Detroit,MI,48272
CUST002487,Danny's Seafood,"4264 Pine Dr, Suite 200",Baton Rouge,LA,70872
CUST002488,P.F. Chang's,"6330 Lake Ave, #101",Louisville,KY,40240
CUST002489,Best Western Premier Madison,"8682 Cedar Blvd, Ste A",Madison,WI,53769
CUST002490,Chipotle Mexican Grill,"7326 Spring Ct, #101",Charleston,SC,29452
CUST002491,Regency by Hyatt Jackson,2215 Union Way,Jackson,MS,39224
CUST002492,Aldi,"2583 Willow Ln, #101",San Francisco,CA,94101
CUST002493,Best Western Plus Raleigh,8719 Cedar Pkwy,Raleigh,NC,27661
CUST002494,Wegmans,"4488 Broad Rd, Ste A",Kansas City,MO,64180
CUST002495,Perkins Restaurant,"8795 Bay Ave, Suite 200",Virginia Beach,VA,23463
CUST002496,Hy-Vee,"2068 Harbor Pl, Suite 200",Austin,TX,78704
CUST002497,CVS Pharmacy,"5391 Hill St, Suite 200",Hartford,CT,06182
CUST002498,Punch Bowl Social,"5718 Lake Dr, Unit B",Spokane,WA,99249
CUST002499,Davis's Diner,"1925 Spring St, #101",Fargo,ND,58146
CUST002500,Boston Grill,192 Peach Ln,Boston,MA,02137
CUST002501,BevMo,2596 Market Pl,Memphis,TN,38154
CUST002502,Publix,"1666 Market Ct, #101",Reno,NV,89564
CUST002503,Central Liquors,"711 Lake Rd, #101",San Diego,CA,92130
CUST002504,The Rusty Nail,"572 Main Ln, Unit B",Worcester,MA,01671
CUST002505,Twin Peaks,"4177 Broad Ave, #101",Oklahoma City,OK,73156
CUST002506,Mama Romano's Kitchen,6495 Garden Ln,Detroit,MI,48216
CUST002507,DoubleTree by Hilton St. Louis,"2186 Green Ct, #101",St. Louis,MO,63123
CUST002508,Hyatt Place Denver,1159 Division Way,Newark,NJ,07149
CUST002509,Ferreira's Diner,2551 Garden Rd,San Diego,CA,92184
CUST002510,House by Hyatt San Francisco,"6083 Spring Ln, #101",San Francisco,CA,94165
CUST002511,Giant Eagle,"3390 Sunset Pkwy, #101",New Orleans,LA,70173
CUST002512,Choice Hotels Comfort Inn Colorado Springs,"7801 Garden Blvd, #101",Colorado Springs,CO,80980
CUST002513,Bob Evans,"7371 Willow Dr, Suite 100",Wilmington,DE,19803
CUST002514,Chipotle Mexican Grill,329 Oak Pkwy,Columbus,OH,43204
CUST002515,BevMo,7414 Bay Pkwy,Kansas City,MO,64115
CUST002516,Costco Wholesale,"2073 Oak Rd, Suite 200",Salt Lake City,UT,84167
CUST002517,Love's Travel Stop #8420,2359 Division St,San Diego,CA,92100
CUST002518,Cheers Bar & Grill,2111 Walnut Way,Providence,RI,02918
CUST002519,Binny's Beverage Depot,"2088 Magnolia Ave, #101",Portland,OR,97255
CUST002520,Lidl,6047 Washington Rd,Tulsa,OK,74195
CUST002521,Applebee's,4578 Elm Ct,Jacksonville,FL,32276
CUST002522,Liquor Barn,8632 Valley Pl,Raleigh,NC,27623
CUST002523,Applebee's,"1251 Green Dr, Ste A",Miami,FL,33163
CUST002524,Johnson Kitchen,7745 Sunset Pl,Jacksonville,FL,32270
CUST002525,Ferreira Family Restaurant,"6895 Main Dr, Unit B",Philadelphia,PA,19184
CUST002526,Keg Liquors,6359 Oak Rd,Spokane,WA,99296
CUST002527,Central Liquors,"5288 Center Ave, Suite 100",Houston,TX,77089
CUST002528,Mama Garcia's,"4656 Church Dr, Unit B",Baton Rouge,LA,70888
CUST002529,Columbia Kitchen,"8875 Garden Rd, Ste A",Columbia,SC,29250
CUST002530,Whataburger,"1393 Division Ln, Suite 200",Los Angeles,CA,90045
CUST002531,Gino's Grill,"8438 Cherry Ct, Suite 200",Louisville,KY,40210
CUST002532,Marketview Liquor,9352 Market Way,Annapolis,MD,21415
CUST002533,Mama Patel's Kitchen,447 Center Pkwy,Jacksonville,FL,32223
CUST002534,Choice Hotels Clarion Nashville,"5278 Pine Ct, Suite 200",Nashville,TN,37294
CUST002535,Bar Louie,"8203 Cherry Rd, Unit B",Louisville,KY,40277
CUST002536,Buffalo Wild Wings,"802 Union Ct, #101",Fort Worth,TX,76162
CUST002537,Albertsons,"5717 Cedar Ct, Suite 200",Kansas City,MO,64123
CUST002538,The Rusty Nail,2142 Forest Dr,San Francisco,CA,94175
CUST002539,The Tap Room,1868 Cherry Way,Las Vegas,NV,89169
CUST002540,Fine Wine & Spirits,6778 Lake Way,Richmond,VA,23223
CUST002541,Brown's Pub,9465 Cedar Ct,San Antonio,TX,78268
CUST002542,Davis's BBQ,2143 Peach Ct,San Diego,CA,92178
CUST002543,Rite Aid,"8769 Industrial Pkwy, #101",Burlington,VT,05413
CUST002544,Spec's Liquor,7690 Cedar St,Houston,TX,77060
CUST002545,Punch Bowl Social,"9268 Park Ln, #101",Oklahoma City,OK,73123
CUST002546,Indianapolis Brewing Co.,3423 Church Blvd,Indianapolis,IN,46288
CUST002547,Best Western Denver,"6387 Elm Pkwy, Ste A",Denver,CO,80276
CUST002548,IHOP,3530 Bay Ln,Miami,FL,33180
CUST002549,Jones Family Restaurant,9115 Broad Blvd,Albuquerque,NM,87129
CUST002550,Kona Grill,"2023 Main Rd, Suite 200",Newark,NJ,07114
CUST002551,Wawa #3495,5390 Market Ln,Queens,NY,11307
CUST002552,Papa Chen's,2549 Meadow Pkwy,Wilmington,DE,19828
CUST002553,Doubletree by Hilton Seattle,"1813 Division Pl, Unit B",San Antonio,TX,78292
CUST002554,Red Lobster,"7123 Park Way, Ste A",Tucson,AZ,85742
CUST002555,Loews Hotel Philadelphia,"4329 Elm Blvd, Ste A",Sioux Falls,SD,57199
CUST002556,Marketview Liquor,1646 Willow Pkwy,Columbus,OH,43213
CUST002557,Shake Shack,"8611 Main Blvd, Ste A",Annapolis,MD,21416
CUST002558,Joe's Grill,"2546 Commerce Ln, #101",Virginia Beach,VA,23462
CUST002559,Kwik Trip #1676,"144 Industrial Ave, Suite 200",Houston,TX,77058
CUST002560,Hampton Inn Nashville,3152 Forest St,Fort Worth,TX,76108
CUST002561,Winn-Dixie,"433 Magnolia Pl, Ste A",Denver,CO,80207
CUST002562,Days Inn by Wyndham Fargo,8128 Broad Ave,Fargo,ND,58176
CUST002563,World of Beer,6598 Chestnut Ln,Houston,TX,77018
CUST002564,Stop & Shop,"7653 Commerce Pl, Suite 200",St. Paul,MN,55138
CUST002565,Stater Bros.,145 Sunset Rd,Milwaukee,WI,53225
CUST002566,Hy-Vee,2792 Spring Ln,Brooklyn,NY,11250
CUST002567,The Cheesecake Factory,6205 Bay Pl,New Orleans,LA,70155
CUST002568,Piggly Wiggly,"3273 Church Ln, Unit B",Little Rock,AR,72212
CUST002569,CVS Pharmacy,9227 Forest Pkwy,Eugene,OR,97479
CUST002570,Springhill Suites by Marriott Tampa,"8762 Cherry Pl, #101",Tampa,FL,33611
CUST002571,Cleveland Bistro,7627 Cedar Pkwy,Cleveland,OH,44107
CUST002572,The DeLuca House,"3217 Magnolia Blvd, Suite 100",Albuquerque,NM,87106
CUST002573,Springhill Suites by Marriott Austin,"3173 Broad Dr, Suite 200",Austin,TX,78794
CUST002574,The Crow & Bear,"4744 Park Way, Suite 200",Virginia Beach,VA,23488
CUST002575,7-Eleven Store #5381,"4942 Maple Ln, Suite 100",Spokane,WA,99225
CUST002576,Choice Hotels Clarion Cleveland,"5587 Valley Pkwy, Suite 200",Cleveland,OH,44149
CUST002577,Virginia Beach Liquors,"4852 Market St, Unit B",Virginia Beach,VA,23415
CUST002578,Mama Jones's Pizzeria,6534 Green Way,Boston,MA,02149
CUST002579,World of Beer,"6454 Park Rd, Ste A",Chicago,IL,60676
CUST002580,Smith's Liquor Store,"9151 Pine Pkwy, Suite 200",Houston,TX,77008
CUST002581,Speedway #4448,"9265 Highland Blvd, Suite 200",Los Angeles,CA,90004
CUST002582,Casey's General Store #3590,"7901 Washington Rd, Unit B",Salt Lake City,UT,84142
CUST002583,Bob Evans,582 Chestnut Ave,Brooklyn,NY,11249
CUST002584,Cheers Bar & Grill,"948 Harbor Rd, Ste A",Springfield,IL,62713
CUST002585,Omni Dallas Hotel,9023 Market Rd,Madison,WI,53721
CUST002586,Oklahoma City Grill,1642 Elm Way,Oklahoma City,OK,73177
CUST002587,Al's Bar & Grill,2680 Highland Blvd,Miami,FL,33113
CUST002588,Richie's Bar & Grill,"546 Walnut Blvd, #101",Columbia,SC,29296
CUST002589,Central Liquors,"9874 Highland Blvd, Suite 100",Jackson,MS,39205
CUST002590,The Cheesecake Factory,"7532 Church Ave, Suite 200",Cleveland,OH,44164
CUST002591,Brooklyn Liquors,"1299 Forest Way, Suite 100",Brooklyn,NY,11213
CUST002592,Publix,2365 Green Way,Honolulu,HI,96852
CUST002593,Publix,4617 Willow Rd,Pittsburgh,PA,15248
CUST002594,Old Los Angeles Tavern,"8297 Oak Ave, Ste A",Los Angeles,CA,90037
CUST002595,Rossi's Liquor Store,6112 Oak Way,Louisville,KY,40243
CUST002596,Stop & Shop,"4668 Meadow Dr, Suite 200",Newark,NJ,07160
CUST002597,Discount Liquor Mart,"664 Commerce Blvd, Suite 100",New York,NY,10083
CUST002598,Hy-Vee,"8397 Magnolia Way, Ste A",Austin,TX,78702
CUST002599,Wegmans,"3233 Bay Blvd, Suite 100",Miami,FL,33159
CUST002600,Super 8 by Wyndham Miami,"8701 Cherry Pl, #101",Miami,FL,33105
CUST002601,Raley's,"3039 Magnolia Ct, Suite 200",Annapolis,MD,21458
CUST002602,World of Beer,"4966 Broad Ln, Ste A",Newark,NJ,07115
CUST002603,Martinez's BBQ,5392 Main Pl,Milwaukee,WI,53220
CUST002604,Hooters,"3877 Church Rd, Suite 200",Tucson,AZ,85791
CUST002605,Costco Wholesale,8846 Spring Way,Columbus,OH,43213
CUST002606,Raising Cane's,204 Center Ln,Indianapolis,IN,46278
CUST002607,The New Barrel,"4260 Garden Rd, Suite 200",Springfield,IL,62791
CUST002608,7-Eleven Store #7807,"6460 Division Rd, Ste A",Sacramento,CA,95894
CUST002609,New Orleans Bottle Shop,2915 Peach Pl,New Orleans,LA,70109
CUST002610,Aldi,4129 Broad St,Richmond,VA,23254
CUST002611,Sports Page Bar,4313 Hill Blvd,Burlington,VT,05418
CUST002612,Houston Brewing Co.,"8023 Commerce Ct, #101",Houston,TX,77080
CUST002613,Pittsburgh Kitchen,7465 Pine Ct,Pittsburgh,PA,15258
CUST002614,The Williams House,"8370 Valley Rd, Ste A",Kansas City,MO,64162
CUST002615,Jimmy's Bar & Grill,"4247 Magnolia St, Unit B",Orlando,FL,32821
CUST002616,Bar Louie,"1859 Garden Ave, Suite 100",Fargo,ND,58167
CUST002617,Bar Louie,"5794 Walnut Ave, Unit B",Miami,FL,33167
CUST002618,Old New York Tavern,"8640 Broad Way, Suite 200",New York,NY,10034
CUST002619,Days Inn by Wyndham Birmingham,8573 Chestnut Dr,Birmingham,AL,35201
CUST002620,Papa Park's,"3749 Spring Pkwy, Suite 100",Baltimore,MD,21281
CUST002621,Golden Corral,1005 Valley St,Omaha,NE,68170
CUST002622,The Rizzo House,"3145 Market St, Suite 200",Charleston,SC,29449
CUST002623,The Golden Eagle,"216 Harbor Ln, #101",Fort Worth,TX,76173
CUST002624,Mama Nguyen's Kitchen,9702 Elm Ln,San Antonio,TX,78226
CUST002625,CVS Pharmacy,7301 Lake Ave,Wilmington,DE,19844
CUST002626,Golden Corral,2885 Lake Ave,Buffalo,NY,14215
CUST002627,Raley's,695 Washington Pkwy,St. Louis,MO,63169
CUST002628,Cheers Bar & Grill,"238 Market St, Suite 200",Austin,TX,78757
CUST002629,Panera Bread,"9581 Meadow Ct, Suite 200",Lexington,KY,40542
CUST002630,Lidl,"3271 Union Pkwy, Suite 200",Springfield,IL,62778
CUST002631,Chipotle Mexican Grill,3322 Main Ave,Columbus,OH,43266
CUST002632,Down the Hatch,"9351 Commerce Dr, Ste A",Little Rock,AR,72205
CUST002633,Best Western Plus Jersey City,"1180 Lake Rd, Unit B",Jersey City,NJ,07347
CUST002634,Ritz-Carlton New Orleans,"492 Walnut Dr, Unit B",Chicago,IL,60615
CUST002635,Total Spirits Charleston,"334 Harbor Pl, Unit B",Charleston,SC,29409
CUST002636,Esposito Family Restaurant,"3562 Church Dr, Suite 100",Spokane,WA,99278
CUST002637,The Rusty Nail,"2718 River Ct, Suite 100",Baton Rouge,LA,70862
CUST002638,Rite Aid,"723 Maple Ave, Unit B",Houston,TX,77011
CUST002639,Kroger,3252 Green Pl,Portland,OR,97248
CUST002640,TGI Fridays,"5975 Valley Pkwy, Unit B",Chicago,IL,60664
CUST002641,St. Louis Diner,"2094 Highland Ln, Suite 100",St. Louis,MO,63149
CUST002642,Golden Corral,6514 Lake Ct,Honolulu,HI,96889
CUST002643,Liquor Barn,"1714 Oak Ave, Suite 100",Buffalo,NY,14245
CUST002644,Frank & Al's Steakhouse,"4354 Sunset Rd, #101",Jackson,MS,39220
CUST002645,Circle K #869,"3359 Pine Way, Suite 200",Kansas City,MO,64116
CUST002646,Cracker Barrel,"5542 Bay Ave, #101",Queens,NY,11393
CUST002647,Fine Wine & Spirits,"9122 Forest Ave, Unit B",Omaha,NE,68157
CUST002648,Total Spirits Atlanta,"8557 Lake Blvd, Suite 200",Atlanta,GA,30325
CUST002649,Whataburger,7681 Church Dr,Dallas,TX,75214
CUST002650,Smith's Pub,6343 Meadow Ln,Houston,TX,77014
CUST002651,Best Western Plus Anchorage,7574 Harbor Pl,Anchorage,AK,99596
CUST002652,P.F. Chang's,"6848 Bay Ct, Suite 200",Colorado Springs,CO,80910
CUST002653,Punch Bowl Social,"3079 Lake Ave, Ste A",Charleston,SC,29417
CUST002654,Best Western Indianapolis,"6038 Willow St, Ste A",Indianapolis,IN,46265
CUST002655,Rite Aid,1183 Church Pkwy,Charlotte,NC,28286
CUST002656,Sonic Drive-In,2658 Oak St,San Diego,CA,92128
CUST002657,Sal's Grill,"6598 Walnut Rd, #101",Savannah,GA,31423
CUST002658,The Rail & Draft,7998 Green St,New York,NY,10020
CUST002659,Fairfield Inn by Marriott Madison,1099 Highland St,Madison,WI,53739
CUST002660,Colorado Springs Taproom,"1716 Industrial Rd, Unit B",Colorado Springs,CO,80963
CUST002661,Casey's General Store #3525,6167 Park Pl,Atlanta,GA,30392
CUST002662,Mama Caruso's,2619 Forest Pl,Los Angeles,CA,90056
CUST002663,The Draft House,"8982 Church Blvd, Suite 200",Denver,CO,80266
CUST002664,Sunset Lounge,6280 Forest Dr,Memphis,TN,38127
CUST002665,Mama Romano's Pizzeria,6940 Cedar Ln,Baltimore,MD,21215
CUST002666,Sports Page Bar,1091 Lake Pkwy,Chicago,IL,60630
CUST002667,Wilmington Ale House,949 Walnut Dr,Wilmington,DE,19841
CUST002668,IHOP,"9336 Garden Rd, Suite 200",Providence,RI,02997
CUST002669,Marketview Liquor,3552 Main Rd,Nashville,TN,37290
CUST002670,Loews Hotel Philadelphia,"8295 Chestnut Ave, Ste A",Dallas,TX,75231
CUST002671,Rite Aid,"7412 Hill Pl, Suite 100",Milwaukee,WI,53278
CUST002672,Mama Rossi's,3883 Industrial Ln,San Diego,CA,92110
CUST002673,Raising Cane's,"6599 Green Ave, Suite 200",San Antonio,TX,78273
CUST002674,Walgreens,"6056 Market St, Suite 200",Little Rock,AR,72276
CUST002675,Leo & Dave's Steakhouse,"4601 Highland Ave, Suite 200",Seattle,WA,98145
CUST002676,The Savannah Grille,"4886 Washington Blvd, Ste A",Savannah,GA,31406
CUST002677,Ray's Bar & Grill,"1777 Harbor St, Ste A",San Diego,CA,92119
