customer_id,customer_name,address,city,state,zip
CUST000343,Sacramento Kitchen,"816 Hill Pkwy, Suite 200",Sacramento,CA,95817
CUST000344,Rite Aid,"1077 Industrial Pl, Ste A",Pittsburgh,PA,15284
CUST000345,Papa Garcia's,"4773 Pine Ct, Unit B",Minneapolis,MN,55489
CUST000346,Anna's Seafood,8079 Church Way,Minneapolis,MN,55489
CUST000347,The Rusty Nail,"2949 Market St, Suite 100",Columbus,OH,43226
CUST000348,Ingles Markets,6830 Willow Ct,Fort Worth,TX,76121
CUST000349,Courtyard by Marriott Dallas,"7960 Division Blvd, Suite 200",Dallas,TX,75226
CUST000350,Binny's Beverage Depot,"4896 Church Rd, Suite 200",Newark,NJ,07193
CUST000351,The Wild Bull,"6421 Park Rd, Unit B",Fort Worth,TX,76124
CUST000352,Phoenix Liquors,3896 Center Ct,Phoenix,AZ,85052
CUST000353,In-N-Out Burger,"1948 Walnut Ave, Suite 200",San Francisco,CA,94146
CUST000354,Golden Corral,"9939 Harbor Rd, Suite 200",Orlando,FL,32838
CUST000355,Savannah Taproom,"8857 Garden Ct, Suite 200",Savannah,GA,31476
CUST000356,Casa Williams,"798 Center Blvd, Unit B",St. Paul,MN,55107
CUST000357,Baltimore Diner,"163 Garden Ct, Ste A",Baltimore,MD,21227
CUST000358,Spec's Liquor,6708 Lake Way,Lexington,KY,40576
CUST000359,Mama Ferreira's Kitchen,"9751 Forest Ct, Ste A",Virginia Beach,VA,23456
CUST000360,Binny's Beverage Depot,8283 Main Rd,St. Louis,MO,63119
CUST000361,Publix,5696 Division Ct,Orlando,FL,32801
CUST000362,The Tap Room,"6657 Maple Rd, Ste A",Fort Worth,TX,76187
CUST000363,Martinez's Liquor Store,"8336 Lake Ln, Suite 100",Sioux Falls,SD,57176
CUST000364,Albertsons,8838 Walnut Ln,Annapolis,MD,21445
CUST000365,Smart & Final,"8311 Cherry Ave, #101",Phoenix,AZ,85092
CUST000366,Caruso Family Restaurant,"2060 Industrial Ln, Suite 200",Richmond,VA,23263
CUST000367,Joe's Bar & Grill,4045 Magnolia Ln,Madison,WI,53771
CUST000368,Five Guys,"6967 Park Ln, Suite 200",Providence,RI,02944
CUST000369,The Draft House,"2509 Peach Ct, #101",Columbus,OH,43246
CUST000370,Golden Corral,1240 Union St,Detroit,MI,48257
CUST000371,Seattle Grill,"557 Cedar Rd, Suite 200",Seattle,WA,98137
CUST000372,Bar Louie,"7191 Washington Ln, #101",Buffalo,NY,14297
CUST000373,CVS Pharmacy,"8547 Main Pl, Suite 200",Savannah,GA,31427
CUST000374,Whataburger,2532 Elm Blvd,San Antonio,TX,78299
CUST000375,Kona Grill,"3457 Hill St, #101",Charlotte,NC,28233
CUST000376,Hooters,"8669 Green Ln, Unit B",Grand Rapids,MI,49574
CUST000377,Orlando Taproom,3289 Market Rd,Orlando,FL,32863
CUST000378,Circle K #8586,1951 Walnut Way,Louisville,KY,40237
CUST000379,LongHorn Steakhouse,"2133 Broad Blvd, Suite 100",St. Paul,MN,55112
CUST000380,Radisson Savannah,8810 Oak Blvd,Savannah,GA,31442
CUST000381,The Draft House,"6196 Lake Dr, Unit B",Dallas,TX,75294
CUST000382,Twin Peaks,"3230 Meadow Pkwy, Ste A",Sioux Falls,SD,57181
CUST000383,GetGo #5239,2418 Forest St,Memphis,TN,38182
CUST000384,Sal's Grill,"4925 Cedar Ct, Unit B",Houston,TX,77062
CUST000385,Aldi,"4698 Union Pkwy, Ste A",St. Paul,MN,55149
CUST000386,P.F. Chang's,3387 Harbor St,Columbia,SC,29206
CUST000387,Choice Hotels Quality Inn Milwaukee,4437 Cherry Blvd,Milwaukee,WI,53250
CUST000388,Publix,"1408 Washington Dr, Unit B",Raleigh,NC,27620
CUST000389,Holiday Inn by IHG Charlotte,4376 Market Pkwy,Charlotte,NC,28269
CUST000390,Panera Bread,"7036 Garden Ln, Unit B",Sacramento,CA,95816
CUST000391,Albertsons,"4453 Washington Ave, Ste A",Chicago,IL,60648
CUST000392,Tony's Seafood,7755 Union Way,Pittsburgh,PA,15225
CUST000393,Courtyard by Marriott Worcester,"4156 Lake Ln, Suite 200",Worcester,MA,01682
CUST000394,Olive Garden,4071 Garden Pkwy,Atlanta,GA,30364
CUST000395,Punch Bowl Social,"596 Maple Blvd, Suite 100",Boston,MA,02151
CUST000396,Kroger,"2968 Center Ln, Suite 100",Milwaukee,WI,53238
CUST000397,Publix,6815 Center Blvd,Nashville,TN,37247
CUST000398,Crowne Plaza by IHG Omaha,"6635 Garden Pl, #101",Omaha,NE,68102
CUST000399,Panera Bread,4116 Cedar Pl,Columbia,SC,29242
CUST000400,Whataburger,"3975 Green Ln, Unit B",Los Angeles,CA,90026
CUST000401,The Wild Bull,4383 Park Ln,Eugene,OR,97442
CUST000402,Perkins Restaurant,2756 Center Ln,San Diego,CA,92151
CUST000403,Chili's,6727 Pine Ave,New Orleans,LA,70186
CUST000404,CVS Pharmacy,"6586 Chestnut St, Suite 100",Raleigh,NC,27637
CUST000405,Mama Nguyen's Kitchen,4761 Hill Rd,Louisville,KY,40242
CUST000406,WinCo Foods,"6647 Sunset Rd, Ste A",Columbia,SC,29244
CUST000407,TGI Fridays,"9508 Center Rd, Ste A",Jersey City,NJ,07381
CUST000408,Cracker Barrel,"2066 Chestnut Rd, Suite 200",Grand Rapids,MI,49593
CUST000409,Applebee's,4669 Cedar St,Denver,CO,80289
CUST000410,Tampa Diner,"2628 Highland Ave, #101",Tampa,FL,33651
CUST000411,The Broken Spoke,9413 River Ct,Sioux Falls,SD,57151
CUST000412,Casa Smith,"4485 Industrial Way, Ste A",New York,NY,10099
CUST000413,Richmond Taproom,6612 Lake Pl,Richmond,VA,23200
CUST000414,Golden Corral,"9929 Park Rd, Ste A",Anchorage,AK,99578
CUST000415,Kwik Trip #2491,"2933 Pine Way, Suite 100",Queens,NY,11306
CUST000416,Sam's Club,9234 Chestnut Dr,Wilmington,DE,19888
CUST000417,The Keg & Stag,"5054 Commerce Pl, Ste A",Memphis,TN,38171
CUST000418,House by Hyatt Houston,"7613 Main Ln, Suite 100",Houston,TX,77032
CUST000419,BJ's Wholesale Club,3844 Walnut Ln,Charlotte,NC,28292
CUST000420,IHOP,"3879 Pine Dr, Unit B",Albuquerque,NM,87146
CUST000421,Eugene Grill,539 Highland Blvd,Eugene,OR,97481
CUST000422,Texas Roadhouse,"1754 Peach Pl, Ste A",Las Vegas,NV,89136
CUST000423,Old Columbus Tavern,7858 Industrial Way,Columbus,OH,43208
CUST000424,Main Street Liquors,"8498 Union Ln, Unit B",Richmond,VA,23290
CUST000425,Five Guys,4841 Green St,Colorado Springs,CO,80964
CUST000426,Chipotle Mexican Grill,8238 Pine Rd,Wilmington,DE,19821
CUST000427,Ingles Markets,9135 Division Ave,Providence,RI,02926
CUST000428,Panera Bread,8202 Center Way,Savannah,GA,31424
CUST000429,Stater Bros.,1409 Market Rd,Charleston,SC,29489
CUST000430,Fairfield Inn by Marriott Worcester,"4671 Lake Ln, #101",Worcester,MA,01663
CUST000431,Chicago Brewing Co.,"3618 Sunset Ct, Suite 200",Chicago,IL,60659
CUST000432,Ingles Markets,"5058 Meadow Pkwy, Unit B",Baton Rouge,LA,70872
CUST000433,Golden Corral,"7619 Walnut Pkwy, #101",Atlanta,GA,30389
CUST000434,Sheetz #7815,7738 Forest Ct,Albuquerque,NM,87198
CUST000435,Costco Wholesale,"433 Center St, Suite 200",Oklahoma City,OK,73176
CUST000436,Salt Lake City Taproom,"5369 Lake Pkwy, Suite 100",Salt Lake City,UT,84117
CUST000437,Tulsa Liquors,8734 Walnut Pl,Tulsa,OK,74180
CUST000438,Rite Aid,"9417 Washington Ct, Ste A",Detroit,MI,48256
CUST000439,Marketview Liquor,8383 Harbor Ave,Cleveland,OH,44137
CUST000440,Spec's Liquor,"5874 Cherry Ct, #101",Pittsburgh,PA,15238
CUST000441,Giant Eagle,"3308 Bay Pkwy, #101",Hartford,CT,06159
CUST000442,Sam's Club,"1641 Magnolia Ave, Suite 200",Colorado Springs,CO,80944
CUST000443,Binny's Beverage Depot,8834 Bay St,Seattle,WA,98132
CUST000444,JW Marriott Los Angeles,4741 Union Dr,Tucson,AZ,85750
CUST000445,Raising Cane's,"7446 Sunset Ct, Unit B",San Antonio,TX,78205
CUST000446,Hampton Inn by Hilton San Diego,"3288 Highland St, Suite 100",San Diego,CA,92185
CUST000447,Fine Wine & Spirits,3917 Magnolia Dr,Worcester,MA,01637
CUST000448,Chili's,"5417 Forest Pkwy, Suite 200",Los Angeles,CA,90078
CUST000449,Whataburger,"2473 Industrial Ln, Suite 200",Providence,RI,02908
CUST000450,Mama Rossi's,"2866 Sunset Pl, Ste A",Little Rock,AR,72248
CUST000451,Walgreens,"9938 Center Blvd, Ste A",Reno,NV,89514
CUST000452,Bob Evans,"6687 Oak Pkwy, Unit B",Honolulu,HI,96821
CUST000453,The Draft House,4527 Magnolia Ct,Annapolis,MD,21483
CUST000454,Pilot Flying J #564,"6921 Chestnut Blvd, Ste A",Queens,NY,11312
CUST000455,Papa Nguyen's,"724 Cherry Ln, #101",Jersey City,NJ,07302
CUST000456,CVS Pharmacy,"5410 Hill Ln, #101",Eugene,OR,97409
CUST000457,Marco & Leo's Steakhouse,3658 Park Pl,Pittsburgh,PA,15284
CUST000458,Mama Rossi's,"4685 Spring Ave, Suite 200",Fort Worth,TX,76177
CUST000459,Texas Roadhouse,"3994 Peach Ln, Suite 100",Tampa,FL,33657
CUST000460,Outback Steakhouse,"4319 Center Way, Suite 200",Tucson,AZ,85733
CUST000461,Sheetz #7112,"6026 Bay Way, Suite 100",Honolulu,HI,96821
CUST000462,Wawa #5831,1217 Washington Ct,Springfield,IL,62705
CUST000463,Liquor Barn,"7459 Magnolia Dr, Unit B",Baltimore,MD,21204
CUST000464,Charlotte Brewing Co.,581 Union Dr,Charlotte,NC,28210
CUST000465,Twin Peaks,"8665 Center Rd, Ste A",Oklahoma City,OK,73144
CUST000466,Denny's,"1141 Industrial Ave, Ste A",Charleston,SC,29418
CUST000467,Lidl,9330 Union Ave,St. Paul,MN,55161
CUST000468,Sonic Drive-In,"135 Green St, Unit B",Cleveland,OH,44176
CUST000469,The Cheesecake Factory,"7065 Elm Ln, #101",Birmingham,AL,35239
CUST000470,Regency by Hyatt Lexington,"4855 Spring Blvd, #101",Lexington,KY,40583
CUST000471,The Kansas City Grille,4274 Church Ave,Kansas City,MO,64135
CUST000472,Denny's,"7263 Peach Dr, #101",Brooklyn,NY,11262
CUST000473,Costco Wholesale,"5221 Meadow Ave, Ste A",Providence,RI,02980
CUST000474,The Charleston Grille,2025 Chestnut Rd,Charleston,SC,29497
CUST000475,Madison Bistro,"6881 Cedar Ave, Unit B",Madison,WI,53763
CUST000476,Al's Grill,"3671 Bay Ct, Unit B",Oklahoma City,OK,73193
CUST000477,Texas Roadhouse,5209 Pine Way,Boston,MA,02108
CUST000478,Little Rock Taproom,6982 Cherry Ave,Little Rock,AR,72236
CUST000479,Sonic Drive-In,"2681 Industrial Ave, Unit B",Honolulu,HI,96891
CUST000480,Panera Bread,453 Washington Pkwy,Newark,NJ,07124
CUST000481,Chipotle Mexican Grill,8964 Commerce St,Detroit,MI,48229
CUST000482,Waffle House,"191 Park Pkwy, Suite 200",San Francisco,CA,94153
CUST000483,DoubleTree by Hilton Philadelphia,2755 Church St,Philadelphia,PA,19179
CUST000484,LongHorn Steakhouse,8762 Meadow Blvd,Baton Rouge,LA,70883
CUST000485,Chipotle Mexican Grill,"6416 Union Pkwy, Ste A",Las Vegas,NV,89146
CUST000486,Total Wine & More,"2644 Maple Pkwy, Suite 100",Buffalo,NY,14282
CUST000487,Mama Kim's Pizzeria,"884 Industrial Blvd, #101",Louisville,KY,40217
CUST000488,Salt Lake City Diner,"2294 Highland St, Suite 200",Salt Lake City,UT,84122
CUST000489,Albertsons,"3452 Division Ct, Unit B",Memphis,TN,38148
CUST000490,The Tap Room,4913 Commerce Ave,Seattle,WA,98192
CUST000491,Total Wine & More,"4923 Oak Ln, Suite 200",Queens,NY,11307
CUST000492,Garcia's Diner,"454 Forest Ave, Suite 200",Hartford,CT,06116
CUST000493,Kona Grill,"4127 Center Ln, Unit B",Queens,NY,11304
CUST000494,Piggly Wiggly,"6927 Magnolia Rd, Ste A",Philadelphia,PA,19148
CUST000495,Texas Roadhouse,"1568 Peach St, Suite 200",Louisville,KY,40205
CUST000496,BevMo,"5555 Washington Way, Unit B",Spokane,WA,99237
CUST000497,Garden Inn by Hilton Miami,"1148 Union Dr, Suite 100",Miami,FL,33100
CUST000498,Raising Cane's,3824 Washington Pl,Albuquerque,NM,87144
CUST000499,Loews Hotel Philadelphia,"487 Union Ave, #101",Little Rock,AR,72204
CUST000500,Red Robin,2248 Lake Pl,Jacksonville,FL,32230
CUST000501,Louisville Brewing Co.,"7538 Division Pkwy, Ste A",Louisville,KY,40248
CUST000502,Choice Hotels Econo Lodge Eugene,"6091 Spring Ave, Ste A",Eugene,OR,97470
CUST000503,Texas Roadhouse,4125 Valley Way,Colorado Springs,CO,80968
CUST000504,Food Lion,9092 Commerce St,Austin,TX,78767
CUST000505,Best Western Premier Wilmington,9120 Hill St,Wilmington,DE,19841
CUST000506,Ramada by Wyndham Savannah,"3798 Industrial St, Suite 200",Savannah,GA,31444
CUST000507,Bar Louie,6688 Spring St,Tulsa,OK,74119
CUST000508,Westin Atlanta Peachtree,"3918 Pine Dr, #101",Worcester,MA,01647
CUST000509,Sheraton New York Times Square,5914 Maple Blvd,Sioux Falls,SD,57113
CUST000510,Piggly Wiggly,3659 Green St,Baton Rouge,LA,70880
CUST000511,The Broken Spoke,5639 Washington St,Annapolis,MD,21456
CUST000512,Sunset Lounge,5703 River Ln,Brooklyn,NY,11211
CUST000513,Dave & Buster's,"466 Park Ln, Ste A",San Antonio,TX,78258
CUST000514,Cincinnati Bistro,"926 Church Pl, Ste A",Cincinnati,OH,45219
CUST000515,Eugene Bistro,925 Cedar Way,Eugene,OR,97440
CUST000516,Hyatt Place Denver,5990 Division Dr,Kansas City,MO,64196
CUST000517,Mama Martinez's Kitchen,3909 Garden Rd,Austin,TX,78721
CUST000518,BJ's Wholesale Club,"2273 Main Pkwy, Suite 200",Lexington,KY,40513
CUST000519,Charleston Liquors,"2648 Division Way, #101",Charleston,SC,29493
CUST000520,Wawa #6267,"1696 Main St, Unit B",Newark,NJ,07145
CUST000521,The Pittsburgh Grille,"4743 Highland Pl, Suite 100",Pittsburgh,PA,15298
CUST000522,Outback Steakhouse,5121 Chestnut Pl,Anchorage,AK,99527
CUST000523,Giant Eagle,2335 Broad Way,Reno,NV,89510
CUST000524,Casa Miller,4536 Highland Rd,New York,NY,10007
CUST000525,Garcia's Diner,"5755 Valley St, Suite 200",Baton Rouge,LA,70847
CUST000526,Buffalo Wild Wings,706 Center Pkwy,Charlotte,NC,28273
CUST000527,Frank's Grill,"1003 Industrial St, Unit B",Hartford,CT,06199
CUST000528,The Miami Grille,"4066 Hill Pl, Suite 100",Miami,FL,33109
CUST000529,Total Spirits Seattle,"8395 Willow Dr, Suite 200",Seattle,WA,98191
CUST000530,Raleigh Kitchen,"2356 Maple Pkwy, Unit B",Raleigh,NC,27653
CUST000531,JW Marriott Los Angeles,"8997 Oak Pkwy, Suite 200",Sacramento,CA,95844
CUST000532,Courtyard by Marriott Anchorage,"172 Walnut Pl, Ste A",Anchorage,AK,99579
CUST000533,San Francisco Diner,"5211 Maple Ave, Suite 100",San Francisco,CA,94118
CUST000534,Sheetz #3164,2858 Peach Blvd,Wilmington,DE,19829
CUST000535,Red Robin,8867 Highland Ln,Jacksonville,FL,32224
CUST000536,The Draft House,659 Maple Dr,Lexington,KY,40554
CUST000537,Kona Grill,7168 Magnolia Pl,Omaha,NE,68112
CUST000538,Danny's Grill,"3282 Division Way, #101",Raleigh,NC,27650
CUST000539,Ferreira's Pub,"1739 Washington St, Suite 200",Tulsa,OK,74166
CUST000540,Miller's BBQ,6473 Peach Pkwy,Austin,TX,78722
CUST000541,Casa Miller,"7475 Garden Ln, Unit B",Buffalo,NY,14259
CUST000542,7-Eleven Store #8618,"833 Sunset Rd, Unit B",Memphis,TN,38119
CUST000543,HEB,"9238 Sunset Ct, Suite 100",Burlington,VT,05487
CUST000544,Dave & Buster's,"8133 Forest Ct, Unit B",Cincinnati,OH,45266
CUST000545,The Bottle Shop,"2138 Willow Ave, Unit B",Providence,RI,02998
CUST000546,Casey's General Store #6522,"5445 Division Blvd, Suite 200",New Orleans,LA,70177
CUST000547,Frank & Chris's Steakhouse,4618 Spring Ave,Detroit,MI,48267
CUST000548,Cheers Bar & Grill,"8484 Peach Ave, Suite 100",Grand Rapids,MI,49517
CUST000549,The DeLuca House,"2056 Sunset Ln, #101",Buffalo,NY,14200
CUST000550,Las Vegas Kitchen,5754 Willow Ln,Las Vegas,NV,89190
CUST000551,The Louisville Grille,"7556 Walnut Blvd, Suite 100",Louisville,KY,40221
CUST000552,Mama Brown's Kitchen,1842 Meadow Ct,Tulsa,OK,74126
CUST000553,Miller Family Restaurant,3368 Union Rd,Hartford,CT,06186
CUST000554,Caruso's BBQ,"2356 Bay Pkwy, Suite 200",Spokane,WA,99244
CUST000555,The Cheesecake Factory,"291 Market Dr, Ste A",San Diego,CA,92138
CUST000556,Ramada by Wyndham New York,"8624 Highland St, Suite 200",New York,NY,10047
CUST000557,Aldi,"3098 Commerce Blvd, #101",Jersey City,NJ,07357
CUST000558,Love's Travel Stop #3545,"5987 Peach Blvd, Suite 100",San Diego,CA,92178
CUST000559,Chen's Liquor Store,1776 Cherry Rd,Wilmington,DE,19891
CUST000560,New Orleans Tap Room,"6417 Willow Ln, Suite 100",New Orleans,LA,70172
CUST000561,ampm #1150,"3350 Sunset Ln, Suite 100",Spokane,WA,99299
CUST000562,Chris's Grill,5626 Park Dr,Nashville,TN,37227
CUST000563,Carlos's Grill,7519 Center Ave,Kansas City,MO,64142
CUST000564,Stater Bros.,1463 Broad St,Tulsa,OK,74138
CUST000565,Red by Radisson Richmond,4757 Willow Ct,Richmond,VA,23249
CUST000566,Mama Johnson's Kitchen,1952 Forest Way,Brooklyn,NY,11267
CUST000567,Five Guys,"6538 Magnolia Ln, Ste A",Houston,TX,77043
CUST000568,Applebee's,113 Cherry Ln,Sioux Falls,SD,57184
CUST000569,Baton Rouge Ale House,9639 Cedar Ct,Baton Rouge,LA,70846
CUST000570,The Draft House,8270 Hill Ln,Brooklyn,NY,11289
CUST000571,Perkins Restaurant,"3779 Highland Rd, Ste A",Tucson,AZ,85779
CUST000572,Stop & Shop,2084 Willow Pl,Virginia Beach,VA,23453
CUST000573,Giant Eagle,"1490 Pine Rd, Ste A",Queens,NY,11392
CUST000574,Days Inn by Wyndham Orlando,8316 Commerce Pl,Orlando,FL,32872
CUST000575,Sunset Lounge,3070 Market Blvd,Madison,WI,53732
CUST000576,TGI Fridays,"6216 Market Ave, Suite 100",Omaha,NE,68193
CUST000577,Total Wine & More,4878 Peach Ct,Columbia,SC,29268
CUST000578,Ritz-Carlton New Orleans,"4033 Magnolia Ave, Suite 100",Las Vegas,NV,89157
CUST000579,Outback Steakhouse,"235 Bay Rd, Ste A",New York,NY,10049
CUST000580,Eugene Liquors,"9813 Green Rd, #101",Eugene,OR,97495
CUST000581,Premier Wine & Spirits,1262 Sunset Rd,Anchorage,AK,99520
CUST000582,Best Western Premier Anchorage,"7922 Main St, Suite 100",Anchorage,AK,99580
CUST000583,Pete's Grill,8705 Washington Rd,Eugene,OR,97445
CUST000584,World of Beer,9742 Maple Blvd,Miami,FL,33134
CUST000585,Papa Johnson's,5912 Cedar Way,Burlington,VT,05482
CUST000586,Vic & Anna's Steakhouse,534 Forest Blvd,Denver,CO,80247
CUST000587,DoubleTree by Hilton Raleigh,"3320 Highland Ct, Suite 200",Raleigh,NC,27607
CUST000588,Radisson Chicago,936 Willow Dr,Chicago,IL,60625
CUST000589,Garden Inn by Hilton Phoenix,"5070 Sunset Ln, Ste A",Phoenix,AZ,85078
CUST000590,ABC Fine Wine & Spirits,4070 Peach Way,Anchorage,AK,99580
CUST000591,Salt Lake City Wine & Spirits,5185 Union Blvd,Salt Lake City,UT,84188
CUST000592,Caruso's Pub,4283 Highland St,Portland,OR,97265
CUST000593,Casa Esposito,"385 Highland Ln, Suite 200",Charlotte,NC,28272
CUST000594,BevMo,"8837 Chestnut Pl, #101",Birmingham,AL,35232
CUST000595,Aldi,"7445 Pine Rd, Ste A",Nashville,TN,37230
CUST000596,Whole Foods Market,3563 Lake Ct,Virginia Beach,VA,23450
CUST000597,Hampton Inn by Hilton Phoenix,5975 Willow St,Phoenix,AZ,85096
CUST000598,DeLuca's BBQ,"5371 Cedar Blvd, Ste A",Spokane,WA,99227
CUST000599,Minneapolis Grill,"213 Oak Ave, Suite 200",Minneapolis,MN,55429
CUST000600,Austin Kitchen,"4492 Peach Pl, Suite 200",Austin,TX,78706
CUST000601,Staybridge Suites by IHG Worcester,2877 Meadow Way,Worcester,MA,01690
CUST000602,Punch Bowl Social,1690 Maple Ln,Dallas,TX,75244
CUST000603,Dallas Diner,"3815 Union Ct, Unit B",Dallas,TX,75252
CUST000604,Walgreens,5523 Meadow St,Virginia Beach,VA,23442
CUST000605,Loews Hotel Philadelphia,"9743 Chestnut Ct, #101",St. Louis,MO,63180
CUST000606,7-Eleven Store #7949,"2148 Cedar Blvd, #101",Cleveland,OH,44185
CUST000607,Neighborhood Bar & Grill,"3033 Market Ave, Unit B",Memphis,TN,38106
CUST000608,Waffle House,4869 Cedar Ave,Eugene,OR,97421
CUST000609,Jones's Diner,7765 Union Pkwy,Jackson,MS,39260
CUST000610,Stop & Shop,1292 Walnut Pkwy,Nashville,TN,37235
CUST000611,Kim's Liquor Store,"1912 Highland Way, Suite 100",Brooklyn,NY,11206
CUST000612,Applebee's,"2260 Peach Pl, #101",Cleveland,OH,44192
CUST000613,GetGo #5049,"7086 Highland Ave, Ste A",Tulsa,OK,74145
CUST000614,Super 8 by Wyndham Milwaukee,"1225 Union Pkwy, Unit B",Milwaukee,WI,53259
CUST000615,The Tap Room,"5794 Broad Ct, Suite 100",Queens,NY,11362
CUST000616,Milwaukee Tap Room,"3346 Park Ave, Ste A",Milwaukee,WI,53233
CUST000617,Liquor Barn,"4935 Harbor St, Suite 200",Burlington,VT,05415
CUST000618,Williams's Tavern,5693 Main Dr,Cincinnati,OH,45252
CUST000619,Holiday Inn by IHG Grand Rapids,"3003 River Dr, Suite 100",Grand Rapids,MI,49576
CUST000620,Williams's Diner,"8349 Union Way, Suite 100",Tucson,AZ,85712
CUST000621,Jersey City Liquors,"2362 Chestnut Ave, Ste A",Jersey City,NJ,07390
CUST000622,Shake Shack,"1582 Green Ct, Unit B",Jacksonville,FL,32213
CUST000623,7-Eleven Store #2998,"5123 River Dr, Suite 200",Omaha,NE,68157
CUST000624,Providence Diner,8811 Lake Pkwy,Providence,RI,02981
CUST000625,IHOP,"3050 Walnut Rd, Ste A",Savannah,GA,31403
CUST000626,Punch Bowl Social,830 Washington Ave,Wilmington,DE,19830
CUST000627,P.F. Chang's,"7048 Elm Way, Suite 200",Honolulu,HI,96886
CUST000628,Kona Grill,"3429 Broad St, Suite 200",Little Rock,AR,72230
CUST000629,BJ's Wholesale Club,8914 Walnut Ct,Nashville,TN,37286
CUST000630,Mama Chen's,"3520 Lake Ct, Suite 200",New York,NY,10076
CUST000631,Keg Liquors,"1597 Green Ct, Suite 100",Lexington,KY,40539
CUST000632,Worcester Wine & Spirits,"128 Highland Way, Ste A",Worcester,MA,01644
CUST000633,Meijer,"2395 Cedar Pkwy, #101",Oklahoma City,OK,73148
CUST000634,Neighborhood Bar & Grill,3150 Elm Rd,Albuquerque,NM,87151
CUST000635,The Draft House,"6498 Valley Dr, Suite 100",Memphis,TN,38106
CUST000636,Denny's,8913 Magnolia Rd,San Antonio,TX,78268
CUST000637,Providence Taproom,"6309 Division Ln, Ste A",Providence,RI,02951
CUST000638,Olive Garden,"7055 Pine St, Ste A",Miami,FL,33153
CUST000639,Cleveland Diner,"8343 Willow Pkwy, #101",Cleveland,OH,44185
CUST000640,Sunset Lounge,"7391 Church Pkwy, Suite 100",Charleston,SC,29463
CUST000641,Mama Patel's,5793 Union Rd,Tulsa,OK,74111
CUST000642,Boston Ale House,5878 Green Pkwy,Boston,MA,02141
CUST000643,Radisson Colorado Springs,"8165 Forest Pkwy, #101",Colorado Springs,CO,80980
CUST000644,Chili's,"8822 Sunset Ln, Ste A",St. Louis,MO,63121
CUST000645,Baltimore Bistro,3409 Center Pkwy,Baltimore,MD,21227
CUST000646,Residence Inn by Marriott Orlando,"2755 Peach Way, Unit B",Orlando,FL,32851
CUST000647,HEB,467 Industrial St,Baltimore,MD,21244
CUST000648,Panera Bread,5245 Green Pl,Little Rock,AR,72287
CUST000649,Best Western Premier Milwaukee,"8540 Washington Ave, Ste A",Milwaukee,WI,53254
CUST000650,Best Western Plus Columbus,"1759 Lake Way, Suite 100",Columbus,OH,43294
CUST000651,Circle K #6221,"4739 Chestnut Dr, Unit B",Detroit,MI,48229
CUST000652,Park's Liquor Store,"9549 Magnolia Way, Unit B",Boston,MA,02176
CUST000653,Bob Evans,8289 Maple Dr,Jersey City,NJ,07349
CUST000654,Casa Miller,125 Hill Ct,Seattle,WA,98119
CUST000655,Meijer,"9201 Broad Rd, Unit B",Queens,NY,11332
CUST000656,Panera Bread,7333 Main Ave,Salt Lake City,UT,84154
CUST000657,Papa Ferreira's,4077 Union St,Virginia Beach,VA,23414
CUST000658,Kwik Trip #2677,"3953 Spring Rd, Ste A",Raleigh,NC,27662
CUST000659,Danny's Seafood,"9877 Union Pkwy, Suite 100",Columbus,OH,43275
CUST000660,Chipotle Mexican Grill,"337 Elm Dr, Suite 200",St. Louis,MO,63163
CUST000661,LongHorn Steakhouse,1703 Industrial Dr,Raleigh,NC,27636
CUST000662,LongHorn Steakhouse,"9034 Industrial St, Unit B",Savannah,GA,31428
CUST000663,ABC Fine Wine & Spirits,2202 Garden Blvd,Colorado Springs,CO,80948
CUST000664,Golden Corral,"2442 Cherry Blvd, Suite 100",Annapolis,MD,21499
CUST000665,Down the Hatch,938 Union Ln,Little Rock,AR,72274
CUST000666,Johnson's Tavern,5460 Spring Dr,Austin,TX,78754
CUST000667,Kroger,4562 Spring Way,Eugene,OR,97493
CUST000668,Detroit Bistro,9434 Church Ln,Detroit,MI,48248
CUST000669,Red by Radisson Austin,8467 Hill Pkwy,Austin,TX,78742
CUST000670,Mama Patel's,1476 Division Way,Omaha,NE,68195
CUST000671,Grand Rapids Bistro,"2017 Commerce St, Unit B",Grand Rapids,MI,49548
CUST000672,Courtyard by Marriott Indianapolis,6307 Church Ln,Indianapolis,IN,46239
CUST000673,Sonic Drive-In,2399 Peach Pkwy,Anchorage,AK,99527
CUST000674,The Burlington Grille,2336 Lake Ave,Burlington,VT,05421
CUST000675,House by Hyatt Boston,"6418 Sunset Blvd, Suite 200",Boston,MA,02185
CUST000676,Sheetz #2791,4862 Willow Pl,New York,NY,10049
CUST000677,Best Western Plus Orlando,276 Hill St,Orlando,FL,32875
CUST000678,The Fox & Keg,9520 Bay Rd,Portland,OR,97221
CUST000679,Price Chopper,"1177 Division Ave, Suite 200",Newark,NJ,07134
CUST000680,7-Eleven Store #8255,2180 Sunset St,Lexington,KY,40569
CUST000681,Papa Williams's,9301 Cherry Way,Brooklyn,NY,11234
CUST000682,Sonic Drive-In,"1152 Commerce Pl, Suite 200",Providence,RI,02988
CUST000683,Rite Aid,1880 Bay Blvd,Providence,RI,02925
CUST000684,BJ's Wholesale Club,"7967 River Blvd, Suite 200",Atlanta,GA,30349
CUST000685,Mama Jones's Pizzeria,"5951 Forest Pl, Ste A",Brooklyn,NY,11277
